FID,x,y,NASIS_Pedo,overstory,undrstry,Overstory,UnderstoryConifer,Oi_cm,Oe_cm,Oa_cm,O_sumthk,epipedon,spod_inten,subgroup,soil_order,tex_fam,drain_cl,series,taxon_type,slope_perc,surf_tex,stoniness,depth_clas,depth_to_r,depth_cm,aspect_deg,hillsl_pos,slope_shp,tip_mnd,mu_sym,area_sym,rainfall_i,bedrock_ge,compnum,aachn,dem10m,downslpgra,eastness,greenrefl,landsatb1,landsatb2,landsatb3,landsatb7,maxc100,maxent,minc100,mirref,ndvi,northeastn,northness,northwestn,planc100,proc100,protection,relpos11,slp50,solar,tanc75
196,-79.661473,38.776916,12WV603MMDM301,"ACRU,PRSE2,MAFR","FAGR,MAFR",Hardwood,n,0,5,12,17,folistic,2,--,spodosol,l-sk,wd,Wildell,series,10,grv,st,md,200,80,--,summit,vl,2,DrC,WV083,53,Dhs,3,85.7611008,1028.699951,70.9981995,0.340812,0,0.0758507,0.0583132,0.0351477,0.040873,0.456952,18.0368004,0.148069,0.0696567,0.835562,-0.42378,-0.940131,-0.905765,0.442265,0.158114,0.0487605,0.91381,3.1451399,1409070,-0.0136374
197,-79.666556,38.779306,12WV603MMDM300,"PRSE2,ACRU,MAFR",FAGR,Hardwood,n,2,0,0,2,ochric,0,typic,inceptisol,l-sk,wd,Madsheep,series,11,grl,st,md,200,63,--,summit,lv,2,DrE,WV083,53,Dhs,1,77.6931,1064.079956,56.3321991,0.518971,0.068398,0.0726255,0.0583132,0.0368246,0.0558402,0.431436,34.0662003,-0.0907251,0.173765,0.850425,-0.237459,-0.854792,-0.971398,0.410349,-0.0622961,0.0691623,0.615891,13.7453003,1487980,-0.0595512
198,-79.671477,38.789407,12WV083MMBM017,"PRSE2,ACRU,MAFR",FAGR,Hardwood,n,4,1,0,5,ochric,2,--,spodosol,l-sk,wd,Wildell,series,18,l,stv,md,200,90,270,backslope,vv,0,BgF,WV603,53,Dch,3,57.0969009,1069.079956,37.1110992,-0.980655,0.0646994,0.0774633,0.0583132,0.0334708,0.040873,0.242277,9.8393002,-0.0960704,0.115204,0.79059,-0.831843,-0.195746,0.555011,0.24111,-0.081578,0.102618,0.523448,27.2497997,1374130,-0.0710788
199,-79.673154,38.797323,12WV083MMBM021,"CARYA, FRAM2","ACSA3,FAGR,ACPE",Hardwood,n,0,0,0,0,umbric,0.5,spodic,inceptisol,l-sk,mwd,Snowdog,taxadjunct,13,grvsil,rb,vd,61,160,34,footslope,lv,0,BgF,WV603,53,Dch,9,35.2784996,1006.559998,56.6890984,-0.0938889,0,0.0710129,0.0546671,0.0317938,0.0430111,-0.128698,7.2528,-0.70748,0.0848392,0.754699,0.637589,0.995583,0.770376,-0.620187,-0.144622,0.171479,0.358703,18.9717999,1231620,0.132306
200,-79.679063,38.802185,12WV083MMBM022,"FAGR,BEALA,ACSA3","FAGR,ACPE",Hardwood,n,0,0,3,3,ochric,2,--,spodosol,l-sk,wd,Wildell,series,20,grsil,stv,md,200,86,29,footslope,vl,1,BgF,WV603,53,Dch,3,9.6782198,948.6790161,60,-0.982133,0.0979861,0.0742381,0.0619593,0.0368246,0.0494257,-0.0244583,12.4273996,-0.304715,0.149907,0.805213,-0.827544,-0.188187,0.561401,-0.264541,-0.0292494,0.191232,0.251966,23.132,1362440,0.0690451
201,-79.687519,38.806114,12WV083MMBM023,"FAGR,ACSA3,PRSE2",FAGR,Hardwood,n,3,0,0,3,ochric,0,typic,inceptisol,fl,wd,Mandy,taxadjunct,47,grvsil,stv,md,200,84,134,backslope,ll,1,BgF,WV603,53,Dch,4,84.3656998,1042.050049,18.7024994,0.94408,0.123876,0.0758507,0.0619593,0.0401785,0.0622548,-0.0218943,16.2341003,-0.0508402,0.18461,0.799925,0.434422,-0.329717,-0.900709,-0.0799523,-0.0380301,0.178517,0.57815,54.9157982,1335650,-0.0166243
202,-79.678772,38.807817,12WV083MMBM024,"ACRU,MAFR,BEALA,BELE","ACRU,BELE,BEALA,PRSE2,TSCA",Hardwood,y,3,8,4,15,ochric,2,--,spodosol,l-sk,wd,Wildell,series,30,cnvsil,ns,md,200,81,3,backslope,ll,2,BgF,WV603,53,Dch,3,35.7677994,955.3499756,35.0937004,-0.907945,0.0720965,0.0726255,0.0546671,0.0267631,0.0365966,-0.0919766,4.6564002,-0.211443,0.104359,0.805683,-0.345678,0.419089,0.938353,-0.184347,-0.109444,0.177653,0.458379,32.4774017,1259030,0.0685025
203,-79.6676,38.808149,12WV083MMBM025,"PRSE2,MAFR,BEALA,ACRU","TSCA,ACRU,FAGR",Hardwood,y,3,5,8,16,folistic,2,--,spodosol,fl,wd,Wildell,taxadjunct,45,cnsil,ns,d,200,108,32,backslope,lv,2,BgF,WV603,53,Dch,3,15.1917,947.7340088,23.6714001,-0.385929,0.0499054,0.0742381,0.0583132,0.0317938,0.0387348,0.562174,2.7625,0.0587236,0.110866,0.78567,0.379428,0.922529,0.925221,0.573959,0.0418495,0.165365,0.413444,36.8250999,1075210,-0.231596
204,-79.649782,38.808718,12WV083MMDM101,"ACRU,PRSE2,MAFR,ACSA3","ACPE,ACSA3,FAGR",Hardwood,n,1,0,0,1,ochric,0,typic,inceptisol,fl,wd,Mandy,taxadjunct,42,sil,stv,d,200,131,24,backslope,lc,2,DbF,WV603,53,Dhs,4,49.6834984,1003.340027,27.3246002,0.241756,0.0314128,0.0742381,0.051021,0.0317938,0.0430111,0.0427257,2.7349999,-0.139134,0.0913459,0.770358,0.857079,0.970337,0.515185,-0.109662,-0.0053731,0.177923,0.454599,39.5443993,1077180,0.0299985
205,-79.673248,38.81163,12WV083MMBM026,"FAGR,ACSA3,PRSE2","KALA,PIRU",Hardwood,y,0,0,5,5,ochric,0.5,typic,inceptisol,fl,wd,Mandy,taxadjunct,38,cnsil,stv,md,200,84,258,backslope,ll,2,BgF,WV603,53,Dch,4,8.1663198,921.1160278,41.8815994,-0.889962,0.0720965,0.0726255,0.0601362,0.0351477,0.0430111,0.041459,5.3179998,-0.396374,0.149907,0.822574,-0.951765,-0.456036,0.306828,0.0380882,-0.415061,0.185835,0.247501,37.3764,1396270,-0.0148286
206,-79.679602,38.812283,12WV083MMBM027,"FAGR,MAFR,ACSA3","ACPE,PIRU",Hardwood,y,0,3,0,3,ochric,0,typic,ultisol,fl,wd,Carrollton,series,51,grsil,stv,md,200,91,23,backslope,ll,0,BgF,WV603,53,Dch,2,24.6509991,945.7210083,21.7747002,0.46418,0.0295635,0.0726255,0.0546671,0.0385015,0.0387348,0.628204,7.8698001,-0.32294,0.0544742,0.847162,0.954538,0.885741,0.29809,0.494993,-0.0162403,0.216561,0.528107,39.6285019,969312,-0.0539169
207,-79.667333,38.812145,12WV083MMBM028,"PRSE2,ACRU,MAFR","FAGR,MAFR",Hardwood,n,2,4,0,6,ochric,2,--,spodosol,l-sk,wd,Wildell,series,27,sil,ns,d,200,105,25,backslope,ll,1,BgE,WV603,53,Dch,3,52.6473007,992.1539917,36.2953987,-0.892996,0.0720965,0.0790758,0.0546671,0.0317938,0.0494257,-0.0551881,9.6926003,-0.385107,0.106528,0.807802,-0.949689,-0.450065,0.313195,-0.17885,-0.192556,0.151107,0.492606,35.8504982,1382300,0.0844095
208,-79.670325,38.812627,12WV083MMBM029,"PRSE2,FAGR,ACRU",FAGR,Hardwood,n,1,0,0,0,ochric,0,typic,inceptisol,l-sk,wd,Mandy,series,26,cnsil,ns,md,200,82,16,backslope,ll,1,BgF,WV603,53,Dch,4,44.9455986,971.0469971,42.7298012,0.439161,0.144218,0.0710129,0.0583132,0.0317938,0.0472875,0.23049,12.3991003,-0.350968,0.227988,0.784669,-0.324734,-0.898408,-0.945805,-0.290441,0.238839,0.12975,0.704413,22.4473,1475150,0.0734847
209,-79.641391,38.812534,12WV083MMDM102,"PRSE2,ACSA3,ACRU,BELE","FAGR,ACRU",Hardwood,n,1,0,7,8,ochric,0,typic,inceptisol,fl,wd,Paddyknob,taxadjunct,21,l,stv,d,200,105,192,backslope,cc,2,DbE,WV603,53,Dhs,1,22.4074993,922.7800293,47.0185013,0.6038,0.0646994,0.0774633,0.0583132,0.0317938,0.0515639,-0.168874,3.7995,-1.0651799,0.145569,0.799925,-0.136707,-0.797136,-0.990612,-0.735299,-0.187096,0.200636,0.356302,21.8560009,1449290,0.252342
210,-79.642616,38.814748,12WV083MMDM103,clearcut area,"FAGR,PRSE2,ACPE",Hardwood,n,2,0,0,2,ochric,0,typic,inceptisol,l-sk,wd,Paddyknob,series,24,l,ns,d,200,105,178,backslope,lv,0,DbE,WV603,53,Dhs,1,66.2499008,987.1989746,47.6829987,0.335978,0.1886,0.0790758,0.0674284,0.0569477,0.0921893,0.0936932,13.7605,-0.153913,0.399333,0.672698,-0.428428,-0.94187,-0.903576,-0.0515097,0.0033631,0.103826,0.548032,22.4881992,1486390,0.0222544
211,-79.649044,38.815333,12WV083MMDM104,"PRSE2,MAFR,ACRU",FAGR,Hardwood,n,3,1,6,10,ochric,2,--,spodosol,fl,wd,Wildell,taxadjunct,22,cnvl,ns,md,200,75,256,backslope,cc,0,DbE,WV603,53,Dhs,3,71.5880966,1048.280029,32.7252007,-0.721105,0.0517546,0.0742381,0.0583132,0.0334708,0.0451493,0.0062705,11.9425001,-0.228172,0.117373,0.816378,-0.9998,-0.692826,0.0199929,-0.224113,0.0071251,0.155366,0.579461,31.8300991,1463490,0.0711009
212,-79.64916,38.81603,12WV083MMDM105,"MAFR,FAGR,PRSE2,ACRU","FAGR,MAFR",Hardwood,n,2,0,4,6,ochric,1,spodic,ultisol,fl,wd,Carrollton,series,14,sil,ns,md,200,96,220,backslope,ll,1,DbE,WV603,53,Dhs,2,89.0354004,1064.319946,35.8785019,-0.484425,0.203394,0.0774633,0.0619593,0.0351477,0.040873,0.235456,14.0474005,0.0327174,0.275705,0.780552,-0.961139,-0.874833,-0.276064,0.001271,0.258229,0.0939735,0.685239,23.5020008,1494730,-0.0074041
213,-79.639602,38.816076,12WV083MMDM106,"PRSE2,BELE,ACRU,TSCA","FAGR,ACRU",Mixed,n,2,0,0,2,ochric,0,typic,inceptisol,fl,wd,Paddyknob,taxadjunct,28,l,st,md,200,64,86,backslope,vv,2,DbE,WV603,53,Dhs,1,33.1497002,938.6420288,32.2477989,0.727958,0.0129202,0.0726255,0.0564901,0.0334708,0.0494257,0.0096704,2.4735999,-0.243503,0.0631499,0.73583,0.999552,0.685621,-0.0299352,-0.179722,0.000451,0.151677,0.495736,32.7587013,1210240,0.0757035
214,-79.638077,38.816122,12WV083MMDM107,"PRSE2,BELE,ACRU","TSCA,FAGR,PIRU",Hardwood,y,3,0,0,3,ochric,0,typic,inceptisol,l-sk,wd,Paddyknob,series,25,l,ns,md,200,60,51,backslope,cc,2,DbE,WV603,53,Dhs,1,15.6429005,912.8729858,32.6306,0.683722,0,0.0710129,0.052844,0.0317938,0.0387348,0.0604126,1.7249,-0.299893,0.0392917,0.715007,0.99947,0.729742,0.032542,-0.0294311,-0.129003,0.15773,0.38126,31.3546009,1186670,0.020916
215,-79.644887,38.81642,12WV083MMDM108,"PRSE2,ACSA3,MAFR",FAGR,Hardwood,n,3,2,0,5,ochric,0,typic,inceptisol,l-sk,wd,Mandy,series,47,l,ns,d,200,111,40,backslope,lc,2,DbE,WV603,53,Dhs,4,60.9067001,1012.030029,22.2511005,0.578134,0.0591517,0.0710129,0.0546671,0.02844,0.0430111,0.0616585,2.9593999,-0.0780949,0.0783324,0.82299,0.98576,0.815942,0.168157,0.0272593,-0.0338452,0.170006,0.454832,46.4514008,1059690,-0.0118416
216,-79.660447,38.817092,12WV083MMBM031,"PRSE2,MAFR,ACRU",FAGR,Hardwood,n,3,1,0,4,ochric,0,typic,ultisol,l-sk,wd,Carrollton,taxadjunct,12,cnsil,ns,md,200,67,--,summit,lv,1,BgD,WV603,53,Dch,2,18.0228004,987.6190186,35.5756989,-0.862181,0,0.0694003,0.049198,0.0317938,0.0430111,0.442493,8.4668999,-0.140803,0.0739945,0.743909,-0.251438,0.5066,0.967873,0.171112,0.160867,0.131897,0.605169,24.3001003,1222160,-0.024756
217,-79.652939,38.817741,12WV083MMDM109,"PRSE2,ACRU,FAGR",FAGR,Hardwood,n,2,3,0,5,ochric,0,typic,ultisol,fl,wd,Carrollton,series,30,cnvl,stv,md,200,89,158,backslope,lc,2,DbE,WV603,53,Dhs,2,126.1620026,1096.98999,32.8322983,0.828261,0.149765,0.0790758,0.0692515,0.0435323,0.077222,0.101903,11.4593,-0.143308,0.208468,0.732936,0.189449,-0.560343,-0.98189,-0.142652,0.110751,0.113629,0.635377,28.7198009,1454230,0.042794
218,-79.6525,38.818784,12WV083MMDM110,"FAGR,PRSE2,ACSA3,BEALA",FAGR,Hardwood,n,3,0,0,3,umbric,0,typic,inceptisol,l-sk,wd,Mandy,series,11,cnxsil,stx,md,200,60,--,summit,lv,0,DbC,WV603,53,Dhs,4,144.3939972,1110.459961,44.5844994,0.036361,0.114629,0.0774633,0.0619593,0.0418554,0.053702,0.812417,27.5251007,-0.279448,0.195454,0.765955,-0.680926,-0.999339,-0.732352,0.511988,0.134217,0.0733571,0.799028,9.1357002,1479880,-0.0014062
219,-79.662891,38.820222,12WV083MMBM032,"MAFR,PRSE2,BEALA",FAGR,Hardwood,n,5,2,3,10,ochric,1,spodic,inceptisol,l-sk,wd,Mandy,taxadjunct,26,grvl,ns,md,200,60,225,backslope,lv,2,BgE,WV603,53,Dch,4,31.0289993,978.3029785,46.9696999,-0.87496,0.0425083,0.0726255,0.052844,0.0334708,0.0430111,0.0188718,4.6743002,-0.107765,0.089177,0.796477,-0.276317,0.484195,0.961066,-0.0797059,-0.064979,0.117436,0.550067,24.9193993,1271020,0.0084582
220,-79.643742,38.823602,12WV083MMDM111,"PRSE2,ACRU,ACSA3,MAFR","FAGR,ACPE,PIRU",Hardwood,y,2,0,0,2,ochric,1,spodic,inceptisol,cl,wd,Mandy,taxadjunct,17,l,ns,md,200,67,78,backslope,ll,1,DbF,WV603,53,Dhs,4,58.9939995,1026.790039,40.5276985,0.903926,0.109082,0.0726255,0.0583132,0.0317938,0.0515639,0.252349,13.3353004,0.051813,0.199792,0.794489,0.941595,0.42769,-0.336748,0.127222,0.208933,0.0789712,0.610753,20.0848007,1324830,-0.0271627
221,-79.659012,38.825231,12WV083MMBM033,"ACRU,PRSE2,BEALA,BELE","ACPE,FAGR",Hardwood,n,6,4,1,11,ochric,1,spodic,inceptisol,l-sk,wd,Mandy,taxadjunct,30,cnsil,st,md,200,78,315,backslope,lv,1,BgF,WV603,53,Dch,4,24.5372009,954.1290283,32.6999016,-0.795172,0.0813428,0.0726255,0.0546671,0.0317938,0.040873,-0.0399537,4.5823002,-0.286686,0.136893,0.797817,-0.133498,0.606384,0.991049,-0.169051,-0.0962971,0.162646,0.522009,34.5042,1184500,0.0737593
222,-79.660612,38.82584,12WV083MMBM034,"PRSE2,TSCA,PIRU,ACRU","ACPE,PRSE2,PIRU,TSCA",Mixed,y,5,2,0,7,ochric,0,typic,inceptisol,l-sk,wd,Mandy,series,33,cnsil,ns,sh,200,45,45,backslope,vv,2,BgF,WV603,53,Dch,4,7.4615502,931.0089722,44.1421013,0.988782,0,0.0742381,0.0546671,0.0301169,0.0451493,-0.0461018,24.1574001,-0.194076,0.0176025,0.770014,0.593556,-0.149368,-0.804792,-0.0547283,-0.209222,0.167173,0.247871,28.0417004,1352140,0.0233397
223,-79.665947,38.826964,12WV083MMBM035,"PRSE2,MAFR,TSCA,ACRU","TSCA,BELE,PIRU",Mixed,y,2,3,4,9,ochric,2,--,spodosol,l-sk,wd,Wildell,series,22,sil,st,md,200,64,343,backslope,ll,0,BgF,WV603,53,Dch,3,21.4890003,964.8569946,37.1903,-0.643915,0.131273,0.0774633,0.052844,0.0301169,0.0387348,0.166541,32.9244003,-0.121493,0.22365,0.788519,0.0856837,0.765097,0.996322,0.166941,-0.178804,0.148875,0.347208,27.3866005,1209520,-0.0594995
224,-79.677743,38.834552,12WV083MMDM201,"ACRU,BELE,TSCA,PIRU","PIRU,RHODO,FAGR,TSCA",Mixed,y,2,6,10,18,folistic,2,--,spodosol,l-sk,exd,Gauley,series,31,cnxsl,stx,md,200,65,264,backslope,vv,3,DbF,WV603,53,Dhs,3,22.4447994,907.7919922,36.3544998,-0.87452,0.0517546,0.0726255,0.052844,0.0317938,0.040873,0.199719,13.1336002,-0.107935,0.175934,0.81707,-0.96132,-0.48499,0.275435,0.20323,-0.0932441,0.158535,0.515242,29.6679001,1393050,-0.0350483
225,-79.659211,38.835316,12WV083MMBM036,"BELE,PRSE2,FAGR","FAGR,BELE,PRSE2,TIAM",Hardwood,n,1,2.5,6.5,10,ochric,0,typic,inceptisol,fl,wd,Mandy,taxadjunct,21,sil,ns,md,200,61,135,backslope,lv,1,BgE,WV603,53,Dch,4,46.5796013,976.2449951,66.8749008,0.507041,0.0018246,0.0774633,0.0619593,0.0351477,0.0579784,0.782914,13.7999001,0.0270545,0.0544742,0.75308,0.968003,0.861922,0.25094,0.513829,0.323066,0.0531124,0.780675,7.0064402,1393820,-0.0457071
226,-79.684885,38.835729,12WV083MMDM202,"BELE,PRSE2,ACRU,MAFR","FAGR,PIRU",Hardwood,y,1,4,0,5,ochric,1,spodic,inceptisol,l-sk,wd,Mandy,taxadjunct,40,grvl,stv,md,200,61,345,backslope,vv,2,DbF,WV603,53,Dhs,4,91.5355988,951.9240112,32.2901993,-0.491462,0.0628502,0.0758507,0.0546671,0.0368246,0.0365966,0.180922,3.8735001,0.182872,0.089177,0.814154,0.268297,0.870899,0.963336,0.176089,0.16892,0.0909526,0.592305,27.6734009,1203150,-0.0585649
227,-79.684979,38.837256,12WV083MMDM203,"BELE,PRSE2,ACRU,BEALA","RHODO,FAGR,PIRU",Hardwood,y,2,0,0,2,ochric,2,--,spodosol,l-sk,wd,Wildell,series,61,l,stv,md,200,83,4,backslope,vl,3,DbF,WV603,53,Dhs,3,35.1036987,888.5490112,23.8465004,-0.137517,0.090589,0.0742381,0.052844,0.0250861,0.0344584,0.0564047,1.2471,-0.0697741,0.106528,0.817353,0.603145,0.990499,0.797632,0.0488075,-0.0746536,0.17715,0.457229,43.4413986,1020840,-0.0242542
228,-79.660483,38.837035,12WV083MMBM037,"FRAM2,PRSE2,ACRU,PIRU","FAGR,PIRU,ACRU",Mixed,y,3,2,0,5,ochric,1,spodic,inceptisol,fl,wd,Mandy,taxadjunct,20,sil,st,md,200,66,110,backslope,lv,0,BgE,WV603,53,Dch,4,25.4437008,962.3510132,34.9552994,0.850179,0.0591517,0.0790758,0.0583132,0.0385015,0.0558402,0.0142275,6.8723998,-0.723266,0.130387,0.78575,0.228883,-0.526493,-0.973454,-0.413895,-0.0647961,0.172826,0.492904,30.9904003,1427030,0.187212
229,-79.659698,38.837071,12WV083MMBM038,"PRSE2,BELE,ACRU,PIRU","BELE,FAGR,PIRU",Mixed,y,0.5,0.5,0,1,ochric,1,spodic,inceptisol,l-sk,wd,Mandy,taxadjunct,18,sil,st,md,200,53,160,backslope,vl,0,BgE,WV603,53,Dch,4,23.8304005,956.1359863,35.3321991,0.580577,0.129423,0.0774633,0.0619593,0.0351477,0.0622548,0.115748,6.1423001,0.0613783,0.247509,0.818908,-0.165198,-0.814206,-0.98626,0.117319,0.0815104,0.138563,0.550791,26.4955006,1468270,-0.0363778
230,-79.673716,38.837854,12WV083MMDM208,"PRSE2,ACRU,FAGR,BELE","FAGR,PIRU,TSCA",Hardwood,y,1,1,0,2,ochric,0.5,aquic,ultisol,fl,swp,Frewsburg,taxadjunct,6,sil,ns,md,31,59,--,summit,ll,1,DbC,WV603,53,Dhs,7,64.978302,975.2470093,88.3977966,0.909021,0.0813428,0.0742381,0.0564901,0.0301169,0.040873,0.806221,15.0892,-0.0395139,0.139062,0.796757,0.937462,0.41675,-0.348087,0.0546635,0.747901,0.0702825,0.890442,3.9240201,1352440,-0.0094734
231,-79.681958,38.839559,12WV083MMDM204,"PRSE2,BELE,MAFR,TSCA,PIRU,LITU","FAGR,PIRU",Mixed,y,2,2,0,4,ochric,0.5,typic,ultisol,l-sk,wd,Mandy,taxadjunct,33,grvl,stx,md,200,80,270,backslope,vv,2,DbF,WV603,53,Dhs,4,39.6355019,908.4619751,27.8363991,-0.985207,0.0610009,0.0710129,0.052844,0.0301169,0.0451493,0.0958996,2.3803999,-0.0754734,0.119542,0.804159,-0.575476,0.171366,0.817818,-0.0289113,0.113461,0.140322,0.548923,35.0667992,1269670,0.0254597
232,-79.663885,38.839528,12WV083MMBM039,"BELE,PRSE2,FAGR","FAGR,ACPE",Hardwood,n,2,3,0,5,ochric,1,spodic,inceptisol,fl,wd,Mandy,taxadjunct,18,cnsil,st,md,200,73,35,shoulder,vl,0,BgC,WV603,53,Dch,4,63.0280991,996.164978,43.908699,0.383197,0.0813428,0.0790758,0.0583132,0.0418554,0.0686693,0.274046,2.7744999,0.032139,0.141231,0.770849,0.924092,0.923667,0.38217,0.141048,0.23915,0.0546113,0.7689,16.6287994,1289520,-0.0171795
233,-79.675903,38.840599,12WV083MMDM206,"PRSE2,BELE,LITU, FAGR","FAGR,BELE,PRSE2",Hardwood,n,3,0,0,3,ochric,1,spodic,inceptisol,fl,wd,Kinzua,taxadjunct,31,grl,st,vd,200,160,197,backslope,cl,1,DbE,WV603,53,Dhs,6,81.1598969,992.6240234,39.6264992,-0.646922,0.131273,0.0790758,0.0692515,0.05024,0.0900511,0.0505626,15.6602001,-0.602483,0.243171,0.739975,-0.996651,-0.762556,-0.0817696,-0.509683,-0.0032956,0.127216,0.534547,24.7240009,1462310,0.131224
234,-79.674091,38.84058,12WV083MMDM207,"PRSE2,FAGR,BELE,ACRU,MAFR",FAGR,Hardwood,n,2,3,0,5,ochric,1,spodic,inceptisol,fl,wd,Mandy,taxadjunct,16,cnl,st,md,200,72,202,summit,vl,2,DbC,WV603,53,Dhs,4,97.4794006,1016.719971,79.3618011,-0.731043,0.0610009,0.0726255,0.0564901,0.0334708,0.0451493,0.485758,31.5886993,0.0393194,0.210637,0.782671,-0.999407,-0.682332,0.0344399,0.370454,0.18148,0.0377642,0.89172,11.3793001,1427000,-0.0096708
235,-79.679662,38.840838,12WV083MMDM205,"PRSE2,BELE,ACRU,LITU,MAAC","FAGR,BELE,PIRU",Hardwood,y,1,2,0,3,ochric,1,spodic,inceptisol,fl,wd,Mandy,taxadjunct,30,cnl,stv,d,200,108,320,backslope,lv,2,DbF,WV603,53,Dhs,4,63.5009003,944.098999,44.6724014,-0.869482,0.068398,0.0742381,0.0564901,0.02844,0.0365966,-0.0214373,2.2872,-0.0917911,0.0913459,0.821576,-0.265535,0.493965,0.964101,-0.0800548,-0.0264523,0.0915906,0.503016,23.8582993,1280630,0.022068
236,-79.634762,38.846239,12WV083MMDM050,"MAFR,ACRU,FAGR","BELE,MAFR,ACRU",Hardwood,n,2.5,0,2.5,5,ochric,1,spodic,inceptisol,l-sk,wd,Mandy,taxadjunct,0,sil,ns,md,200,75,250,backslope,lv,1,DbE,WV603,53,Dch,4,54.0082016,1022.909973,26.7122993,-0.94924,0.109082,0.0726255,0.0564901,0.0301169,0.0451493,0.0111915,7.5640998,-0.132374,0.141231,0.745966,-0.893638,-0.314552,0.448789,-0.121623,0.0021718,0.143038,0.526973,37.547699,1401810,0.0524785
237,-79.655455,38.856564,S12WV603001,"PRSE2,MAFR,ACRU,FAGR","PIRU,ACPE,FAGR,TSCA",Hardwood,y,1.5,1.5,0,3,ochric,1,spodic,inceptisol,l-sk,wd,Mandy,taxadjunct,45,sil,ns,d,200,120,8,backslope,vv,1,BgE,WV603,53,Dhs,4,57.6088982,953.5900269,20.6947994,-0.0778101,0,0.0790758,0.052844,0.0301169,0.0323202,0.900346,0.939,0.389531,0.0154336,0.763704,0.649939,0.996968,0.759987,0.250987,0.99417,0.072025,0.85686,30.2835999,1152040,-0.105814
238,-79.637503,38.876031,12WV083BMSMT021,"PRSE2,LITU,FRAM2,ACSA3","ACSA3,FAGR,TSCA",Hardwood,y,1,1,0,2,ochric,0,typic,ultisol,fl,wd,Carrollton,series,5,sil,stv,md,200,60,--,summit,lv,1,BgD,WV603,53,Dch,2,70.6244965,961.9279785,76.8863983,-0.509539,0.110931,0.0758507,0.0564901,0.0317938,0.0494257,0.241298,6.4710002,0.170425,0.139062,0.778344,-0.968726,-0.860448,-0.248133,0.216295,0.165944,0.0277895,0.854077,6.6388302,1414550,-0.0164231
239,-79.630919,38.877066,12WV083BMSMT027,"ACSA3,QURU,TIAM,BELE,FAGR,PRSE2","FAGR,BELE,ACSA3,TSCA",Hardwood,y,1,0,0,1,ochric,0,typic,ultisol,fl,mwd,Frewsburg,taxadjunct,0,sil,stv,md,31,65,--,summit,vl,1,BgC,WV603,53,Dch,7,71.3415985,965.7589722,52.0755005,0.955338,0.216339,0.0742381,0.0601362,0.0385015,0.0643929,0.330704,7.5384002,0.165754,0.230157,0.769414,0.884488,0.295516,-0.466563,0.244585,0.273008,0.0473466,0.885956,10.3444996,1375850,-0.0266541
240,-79.637417,38.879556,12WV083BMSMT022B,"MAFR,PRSE2,ACRU","TSCA,FAGR",Hardwood,y,2,2,7,11,ochric,2,--,spodosol,fl,wd,Wildell,taxadjunct,17,cnvsil,ns,md,200,56,34,shoulder,vv,2,BgC,WV603,53,Dch,3,59.1623001,940.3989868,58.7863007,-0.778988,0.0591517,0.0758507,0.0583132,0.0334708,0.0451493,0.31438,10.1855001,0.0432064,0.0631499,0.78304,-0.107449,0.627039,0.994211,0.317298,0.0378973,0.04672,0.657003,15.4497995,1321510,-0.058773
241,-79.637714,38.88162,12WV083BMSMT023,"PRSE2,MAFR,ACRU,TSCA","TSCA,FAGR,PIRU,BELE",Mixed,y,1,1,0,2,ochric,1.5,spodic,inceptisol,fl,mwd,Mandy,taxadjunct,17,cnsil,ns,md,43,95,--,shoulder,lc,1,BgD,WV603,53,Dhs,4,44.3111992,913.4530029,70.3895035,-0.600126,0.0554531,0.0774633,0.0601362,0.0334708,0.0494257,0.283545,27.7936001,-0.191014,0.0631499,0.805355,-0.989971,-0.799905,-0.141269,0.14086,-0.0119879,0.0980034,0.692918,11.2556,1403650,-0.0057662
242,-79.63998,38.884025,12WV083BMSMT024,"ACRU,PRSE2,BELE,FAGR","TSCA,ACRU,PIRU,BELE",Hardwood,y,2,4,0,6,ochric,2,--,spodosol,l-sk,wd,Wildell,series,10,cnvhol,stx,md,200,52,--,summit,vv,1,BgD,WV603,53,Dhs,3,87.6476974,931.5460205,41.8311005,0.0672179,0.0924383,0.0726255,0.0583132,0.0385015,0.0451493,0.438992,10.6792002,0.046593,0.121711,0.79059,0.753037,0.997738,0.657978,0.212964,0.417206,0.0559321,0.909605,13.9860001,1266410,-0.0058193
243,-79.741371,38.717022,14WV075001,"FAGR,ACSA3,MAAC",FAGR,Hardwood,n,1,0,0,1,ochric,0.5,typic,ultisol,fl,wd,Kinzua,series,30,cnsil,ns,md,100,90,--,backslope,lv,1,MfF,WV075,54,Dch,6,47.8727989,1099.170044,29.7236996,-0.747152,0.122026,0.0710129,0.0601362,0.0317938,0.0601166,0.0500475,19.6007996,-0.531422,0.180272,0.822278,-0.998297,-0.664653,0.0583318,-0.505691,0.0520346,0.176068,0.498719,32.6123009,1441000,0.159163
